,Unnamed: 0,RDS2,RDS2.1,RDS2.2,RDS2.3,RDS2.4,RDS2.5,RDS2.6,RDS2.7,RDS2.8,RDS2.9,RDS2.10,RDS2.11,RDS2.12,RDS2.13,RDS2.14,RDS2.15,RDS2.16,RDS2.17,RDS2.18,RDS2.19,RDS2.20,RDS2.21,RDS2.22,RDS2.23,RDS2.24,RDS2.25,RDS2.26,RDS2.27,RDS2.28,RDS2.29,RDS2.30,RDS2.31,RDS2.32,RDS2.33,RDS2.34,RDS2.35,RDS2.36,RDS2.37,RDS2.38,RDS2.39,RDS2.40,RDS2.41,RDS2.42,RDS2.43,RDS2.44,RDS2.45,RDS2.46,RDS2.47,RDS2.48,RDS2.49,RDS2.50,RDS2.51,RDS2.52,RDS2.53,RDS2.54,RDS2.55,RDS2.56,RDS2.57,RDS2.58,RDS2.59,RDS2.60,RDS2.61,RDS2.62,RDS2.63,RDS2.64,RDS2.65,RDS2.66,RDS2.67,RDS2.68,RDS2.69,RDS2.70,RDS2.71,RDS2.72,RDS2.73,RDS2.74,RDS2.75,RDS2.76,RDS2.77,RDS2.78,RDS2.79,RDS2.80,RDS2.81,RDS2.82,RDS2.83,RDS2.84,RDS2.85,RDS2.86,RDS2.87,RDS2.88,RDS2.89,RDS2.90,RDS2.91
170,,565.5683,479.601,479.665,479.63300000000004,493.5416,493.49,493.5158,487.0708,487.0452,487.058,74908.36,549.87,438981.0,466.99,467.2914,467.14070000000004,478.3701,480.4618,479.41594999999995,476.4302,477.2407,476.83545000000004,483.5108,484.781,484.1459,480.9869,482.2651,481.626,490.2495,491.4429,490.8462,487.9267,487.0041,487.4654,498.4464,498.5977,498.52205,488.2013,488.1642,488.18275,497.8735,497.7663,497.81989999999996,491.1354,492.6354,491.8854,497.784,498.1028,497.9434,490.8308,490.3238,490.57730000000004,474.5675,486.9738,480.77065,291.9151,292.5962,292.25565,113.3913,113.5311,113.4612,287.3532,286.09569999999997,286.72445,114.6399,114.8162,114.72805,279.8077,283.3672,281.58745,114.2485,114.0802,114.16435,280.2667,278.45349999999996,279.3601,113.9586,114.2181,114.08835,114.84752186283845,113.52686093726011,119.22607359650583,10516.0,10891.0,1950.0,8180.0,2234.0,8788.0,111.1767419509851,111.77549255165786,111.1969387755102,111.80491651205936
171,,565.6600000000001,480.0291,480.1111,480.0701,493.8476,493.8098,493.8287,487.426,487.4217,487.42385,75466.71,553.56,442671.0,467.3289,467.6323,467.4806,478.8092,480.6248,479.717,476.8703,477.6271,477.2487,484.0595,485.2393,484.6494,481.4729,482.6847,482.0788,490.6891,491.9807,491.3349,488.2259,487.3517,487.78880000000004,498.7612,498.9201,498.84065,488.4343,488.455,488.44465,498.0908,498.0353,498.06305,491.4905,492.9509,492.22069999999997,498.1343,498.4177,498.276,491.1504,490.6844,490.9174,475.1739,487.4945,481.3342,292.0271,292.7423,292.3847,113.4158,113.5584,113.4871,287.3953,286.1773,286.7863,114.6649,114.842,114.75345,279.7985,283.4317,281.6151,114.2624,114.0941,114.17825,280.293,278.4824,279.3877,113.9685,114.2297,114.09909999999999,114.87297341261952,113.54357624888853,119.27764106212994,10442.0,10813.0,1959.0,8115.0,2244.0,8716.0,111.17887910173265,111.77475558997193,111.19930854045973,111.80405531676323
172,,566.8809,480.9226,480.6969,480.80975,494.2158,494.3453,494.28055,488.0253,487.9843,488.00480000000005,75779.52,560.51,449621.0,467.9686,468.2696,468.1191,479.7199,481.4283,480.5741,477.7682,478.1776,477.9729,485.0995,485.7729,485.4362,482.4112,483.109,482.76009999999997,491.721,492.4215,492.07124999999996,488.5383,487.996,488.26715,498.7534,499.3599,499.05665,488.739,488.9774,488.8582,498.2873,498.4853,498.3863,492.0004,493.4545,492.72745,498.5703,498.8809,498.7256,491.6466,491.3419,491.49424999999997,475.9566,488.4786,482.21759999999995,292.0769,292.7517,292.4143,113.4115,113.5546,113.48305,287.47389999999996,286.264,286.86895,114.66,114.8487,114.75435,279.372,283.5153,281.44365,114.2659,114.0886,114.17725,280.4547,278.6019,279.5283,113.959,114.2124,114.0857,114.8987959623787,113.56053521484455,119.33137511248081,10594.0,10969.0,1903.0,8290.0,2179.0,8908.0,111.1709434322236,111.78021558714109,111.19045864800147,111.81018603794438
173,,565.9231,480.9498,480.5984,480.7741,494.1155,494.3963,494.2559,487.9818,487.9689,487.97535000000005,75621.81,559.28,448391.0,467.9677,468.2724,468.12005,479.6867,481.6844,480.68555,477.7628,478.1786,477.9707,485.016,485.7332,485.3746,482.3367,483.1008,482.71875,491.704,492.1205,491.91225,488.5398,488.0,488.2699,498.6211,499.6069,499.11400000000003,488.5982,488.9724,488.7853,498.0575,498.5796,498.31855,492.0002,493.4555,492.72785,498.522,498.7703,498.64615000000003,491.6488,491.351,491.4999,474.7539,487.5828,481.16835000000003,292.065,292.76329999999996,292.41415,113.4064,113.55330000000001,113.47985,287.4008,286.1536,286.7772,114.6652,114.8541,114.75965,280.2464,283.4211,281.83375,114.2653,114.077,114.17115,280.2858,278.448,279.3669,113.9526,114.2054,114.079,114.92463753777778,113.5775066758943,119.38659453219532,10606.0,10977.0,1925.0,8345.0,2205.0,8972.0,111.1728442115293,111.78456407813245,111.19271120927664,111.81547947726854
174,,565.4929,481.0798,480.6027,480.84125,494.1046,494.4332,494.26890000000003,488.0349,487.9915,488.0132,75521.09,553.7,442811.0,467.9772,468.2741,468.12564999999995,479.7882,481.9664,480.8773,477.8552,478.1768,478.016,485.1992,485.8046,485.5019,482.3911,483.1112,482.75115,491.873,491.975,491.924,488.5409,488.0001,488.27049999999997,498.6264,499.6976,499.16200000000003,488.6044,488.9818,488.7931,498.0468,498.6151,498.33095000000003,491.9992,493.4557,492.72745,498.5428,498.8088,498.6758,491.6506,491.354,491.5023,474.2392,487.0478,480.6435,291.9323,292.7099,292.3211,113.4096,113.5565,113.48305,287.31960000000004,286.0016,286.6606,114.6745,114.8692,114.77185,280.6261,283.26840000000004,281.94725,114.2794,114.0698,114.1746,280.1136,278.2649,279.18925,113.9505,114.1932,114.07185,114.95049100420181,113.59448594637762,119.4416532494168,10609.0,10982.0,1950.0,8311.0,2235.0,8936.0,111.17517622404267,111.78110116212612,111.19538220954834,111.81179284334468
175,,565.9068,481.1372,480.6586,480.8979,494.1165,494.4111,494.26379999999995,488.0641,488.005,488.03454999999997,75798.34,551.9300000000001,441041.0,467.9744,468.2736,468.124,479.8591,482.0293,480.9442,477.9284,478.1781,478.05325,485.3651,485.7973,485.58119999999997,482.4402,483.1019,482.77105,491.9172,492.1145,492.01585,488.5408,488.0001,488.27045,498.6862,499.6674,499.17679999999996,488.5983,488.9803,488.7893,498.0666,498.5749,498.32075,492.0008,493.4556,492.7282,498.5703,498.8459,498.70809999999994,491.6508,491.345,491.4979,474.4495,487.3835,480.91650000000004,292.2453,293.0245,292.6349,113.4091,113.5582,113.48365,287.62289999999996,286.36580000000004,286.99435,114.6804,114.8856,114.783,280.5908,283.60749999999996,282.09915,114.2714,114.0699,114.17065,280.4838,278.6302,279.557,113.9464,114.1976,114.072,114.97632306678095,113.6114511598805,119.49670044586945,10598.0,10973.0,1939.0,8249.0,2222.0,8869.0,111.17431105177839,111.77600839134166,111.19434726569692,111.80629718283926
176,,566.6258,481.0714,480.6959,480.88365,494.1333,494.3802,494.25675,488.0417,488.0063,488.024,75639.12,552.62,441731.0,467.9671,468.2682,468.11765,479.8815,481.6649,480.7732,477.9367,478.1762,478.05645,485.401,485.7639,485.58245,482.3985,483.0991,482.7488,491.7728,492.2245,491.99865,488.541,487.9988,488.2699,498.7055,499.5295,499.11749999999995,488.6037,488.9766,488.79015000000004,497.9095,498.5073,498.2084,491.9999,493.4561,492.728,498.5626,498.8178,498.6902,491.6513,491.3525,491.5019,475.2165,487.8421,481.52930000000003,292.35069999999996,293.15930000000003,292.755,113.4168,113.5676,113.4922,287.72450000000003,286.4724,287.09845,114.7008,114.8992,114.8,280.5639,283.7101,282.137,114.2701,114.0836,114.17685,280.55420000000004,278.7135,279.63385,113.9521,114.2023,114.0772,115.00220507166483,113.62844917300441,119.55161704202693,10617.0,10994.0,1942.0,8289.0,2225.0,8909.0,111.17428136303064,111.77841233580811,111.19424790958375,111.80841679683911
177,,566.0398,481.0941,480.6676,480.88085,494.0884,494.3777,494.23305,488.0272,487.9945,488.01085,75457.1,551.85,440961.0,467.9684,468.2687,468.11855,479.9136,481.8082,480.8609,477.9478,478.1765,478.06215,485.3737,485.709,485.54134999999997,482.3844,483.1036,482.744,491.771,492.0711,491.92105000000004,488.5402,488.0002,488.27020000000005,498.606,499.4508,499.02840000000003,488.596,488.9769,488.78645,497.7044,498.5216,498.113,491.9987,493.4542,492.72645,498.5113,498.7943,498.6528,491.6483,491.3546,491.50145,475.0488,487.8548,481.45180000000005,291.97429999999997,292.72,292.34715,113.4055,113.5543,113.4799,287.34950000000003,286.07349999999997,286.7115,114.6905,114.891,114.79075,280.5454,283.3523,281.94885,114.2478,114.0688,114.1583,280.1547,278.3269,279.2408,113.9365,114.1897,114.0631,115.02816555731332,113.64549872838992,119.60563891362276,10647.0,11027.0,1945.0,8261.0,2229.0,8883.0,111.17406985573272,111.77353834472285,111.19402711615976,111.80359105899596
178,,566.4394,481.136,480.788,480.962,494.0635,494.3592,494.21135,488.0328,488.0242,488.0285,75382.3,550.45,439561.0,467.9709,468.2719,468.1214,479.9303,482.1203,481.0253,477.9939,478.4965,478.2452,485.4253,486.0787,485.752,482.4137,483.1603,482.78700000000003,491.823,492.1038,491.9634,488.5415,487.9997,488.2706,498.5659,499.4842,499.02504999999996,488.5964,488.9756,488.786,497.8921,498.4992,498.19565,492.0002,493.4552,492.7277,498.4743,498.7248,498.59955,491.6483,491.3486,491.49845,474.6565,487.6055,481.131,291.49940000000004,292.2028,291.8511,113.4014,113.5493,113.47535,286.85749999999996,285.6273,286.2424,114.6847,114.8829,114.7838,279.858,282.86699999999996,281.3625,114.2399,114.0602,114.15005,279.7173,277.899,278.80815,113.9273,114.1805,114.0539,115.05403567117226,113.66248893208027,119.65835773681778,10606.0,10989.0,1968.0,8231.0,2256.0,8853.0,111.17694140066699,111.77370176274417,111.19718698290127,111.80364037506895
179,,565.893,481.2871,481.1123,481.1997,494.0667,494.3232,494.19495,488.1046,488.1476,488.1261,75494.54,551.31,440421.0,467.967,468.2674,468.1172,480.0044,482.1853,481.09484999999995,478.0589,478.7908,478.42485,485.5442,486.4464,485.9953,482.7437,483.6785,483.2111,492.2359,492.7746,492.50525000000005,488.5416,488.0066,488.2741,498.5493,499.2982,498.92375000000004,488.6042,488.9802,488.7922,497.8969,498.4348,498.16585,491.9993,493.4533,492.72630000000004,498.4796,498.7191,498.59935,491.6535,491.3491,491.5013,474.8007,487.8046,481.30264999999997,292.1953,292.8817,292.5385,113.4122,113.5642,113.4882,287.5722,286.3152,286.94370000000004,114.6776,114.8622,114.7699,280.348,283.5652,281.9566,114.2422,114.0651,114.15365,280.4409,278.6159,279.52840000000003,113.9237,114.174,114.04885,115.08014360553,113.67963532444213,119.71154760348116,10699.0,11089.0,1943.0,8360.0,2228.0,8993.0,111.17302606724594,111.77908953532301,111.19284022590635,111.80907269083622
180,,566.6392000000001,481.3285,481.1891,481.2588,494.0744,494.298,494.1862,488.1282,488.166,488.1471,75630.37,552.63,441741.0,467.9696,468.2693,468.11945000000003,480.0215,481.8632,480.94235000000003,478.0685,478.8448,478.45664999999997,485.6331,486.5696,486.10135,482.8754,483.7053,483.29035,492.404,492.9184,492.6612,488.5394,487.9996,488.2695,498.6028,499.2284,498.91560000000004,488.6021,488.976,488.78905,497.8748,498.3876,498.13120000000004,492.0004,493.4556,492.728,498.4563,498.6992,498.57775000000004,491.6477,491.3477,491.4977,475.2236,487.9378,481.5807,292.1157,292.82460000000003,292.47015,113.4204,113.5757,113.49805,287.47810000000004,286.2432,286.86065,114.6955,114.8749,114.7852,280.2072,283.473,281.8401,114.2611,114.0859,114.1735,280.3011,278.5134,279.40725,113.9359,114.1902,114.06305,115.10602561041388,113.69663333756604,119.76434897969477,10610.0,10994.0,1939.0,8284.0,2223.0,8910.0,111.17411182017335,111.77845509096105,111.19406413672701,111.80850868326748
181,,567.671,481.4185,481.1413,481.2799,494.063,494.3517,494.20735,488.1628,488.1767,488.16975,76080.17,552.38,441491.0,467.9694,468.2724,468.1209,480.0305,482.1417,481.0861,478.1046,478.7987,478.45165,485.7683,486.6183,486.1933,482.812,483.6974,483.2547,492.4974,492.8528,492.67510000000004,488.5409,487.9995,488.27020000000005,498.6366,499.5306,499.0836,488.5965,488.978,488.78725,497.9241,498.4755,498.1998,491.9987,493.4546,492.72665,498.4377,498.6868,498.56225,491.6483,491.3505,491.49940000000004,474.3984,487.207,480.80269999999996,292.2727,292.96270000000004,292.6177,113.425,113.5887,113.50685,287.6298,286.3243,286.97704999999996,114.7391,114.8934,114.81625,280.6886,283.55989999999997,282.12425,114.2958,114.1195,114.20765,280.3185,278.528,279.42325,113.9562,114.2169,114.08655,115.13190999350275,113.71363291257667,119.81742947518069,10616.0,10995.0,1976.0,8289.0,2265.0,8914.0,111.17753450737744,111.77848643503094,111.19790518191841,111.8088019110621
182,,566.9123999999999,481.5011,481.1382,481.31965,494.074,494.379,494.2265,488.2065,488.1892,488.19785,76412.41,550.79,439901.0,467.9654,468.2657,468.11555,480.0695,482.2566,481.16305,478.147,478.7774,478.4622,485.8853,486.646,486.26565,482.8194,483.7041,483.26175,492.6053,492.8088,492.70705,488.5433,488.0014,488.27234999999996,498.6391,499.6759,499.1575,488.602,488.9765,488.78925,497.929,498.5264,498.2277,492.0001,493.4559,492.72799999999995,498.4588,498.7203,498.58955000000003,491.6484,491.3525,491.50045,473.9142,486.6447,480.27945,292.2378,292.9653,292.60155,113.431,113.5954,113.5132,287.6112,286.2539,286.93255,114.7541,114.8947,114.8244,280.97720000000004,283.4961,282.23665,114.3178,114.1252,114.2215,280.2489,278.4329,279.3409,113.9554,114.226,114.0907,115.15787047915123,113.7306824679622,119.87073094543273,10650.0,11027.0,1980.0,8269.0,2270.0,8886.0,111.17734130372901,111.7740772369295,111.19778307072188,111.80386588493954
183,,567.2912,481.4666,481.1166,481.2916,494.0577,494.3633,494.2105,488.1822,488.1743,488.17825000000005,75773.75,549.64,438751.0,467.9714,468.2712,468.1213,480.049,482.1956,481.1223,478.1303,478.7437,478.437,485.8385,486.5531,486.19579999999996,482.7759,483.6864,483.23114999999996,492.52,492.7446,492.6323,488.5373,487.9998,488.26855,498.5717,499.52,499.04585,488.6032,488.9801,488.79165,497.8914,498.5052,498.1983,491.9991,493.4548,492.72695,498.4646,498.7347,498.59965,491.6563,491.3512,491.50374999999997,473.9154,486.7914,480.35339999999997,291.95640000000003,292.7083,292.33235,113.4257,113.592,113.50885,287.36469999999997,285.96090000000004,286.6628,114.7482,114.876,114.8121,280.8195,283.24469999999997,282.0321,114.3115,114.11580000000001,114.21365,279.9906,278.1717,279.08115,113.9453,114.2135,114.07939999999999,115.18412586221822,113.74792569730042,119.92550788390896,10769.0,11151.0,1951.0,8393.0,2237.0,9020.0,111.17264027021956,111.77706886845561,111.19257246376812,111.80697463768117
184,,566.393,481.2104,480.9872,481.0988,494.0479,494.299,494.17345,488.0637,488.0843,488.07399999999996,75022.92,548.77,437881.0,467.972,468.2724,468.1222,479.8858,481.8807,480.88325,477.9469,478.6324,478.28965000000005,485.5017,486.2295,485.8656,482.5801,483.6468,483.11345,492.0904,492.739,492.4147,488.5367,487.9985,488.2676,498.5508,499.2427,498.89675,488.5949,488.9728,488.78385000000003,497.8626,498.3748,498.1187,492.0012,493.455,492.7281,498.4749,498.6863,498.5806,491.6458,491.3504,491.4981,474.4432,487.2968,480.87,292.467,293.1491,292.80805,113.4128,113.5731,113.49295,287.916,286.5082,287.21209999999996,114.7405,114.8557,114.7981,280.9447,283.7809,282.3628,114.3001,114.104,114.20205,280.6356,278.77869999999996,279.70715,113.9358,114.1926,114.0642,115.2099888414622,113.7649112153306,119.97925204280234,10600.0,10986.0,1947.0,8285.0,2233.0,8905.0,111.17504051863857,111.77929259223949,111.1951264367816,111.80864367816092
185,,566.0013,480.7008,480.6573,480.67905,494.0206,494.2401,494.13035,487.8262,487.912,487.8691,73662.2,545.22,434331.0,467.9669,468.2706,468.11875,479.5324,481.1901,480.36125,477.5871,478.3295,477.9583,484.7978,485.5708,485.1843,482.0356,483.2265,482.63104999999996,491.1306,492.0909,491.61075,488.5365,487.9956,488.26605,498.42,499.0175,498.71875,488.5988,488.9798,488.7893,497.7832,498.2689,498.02605,492.0005,493.4552,492.72785,498.4815,498.6573,498.5694,491.6541,491.3435,491.4988,475.0589,487.6808,481.36985,292.76509999999996,293.421,293.09305,113.3856,113.5419,113.46375,288.1879,286.8433,287.5156,114.7301,114.8322,114.78115,280.967,284.13570000000004,282.55135,114.2698,114.08,114.1749,280.9968,279.1725,280.08465,113.9126,114.1652,114.0389,115.23599213480047,113.781988884677,120.03317430342031,10653.0,11045.0,1976.0,8265.0,2267.0,8890.0,111.176911402011,111.77347751849744,111.19718309859155,111.80290835924639
186,,565.4495999999999,480.7848,480.7051,480.74495,494.022,494.2949,494.15845,487.8636,487.965,487.9143,73995.16,543.19,432301.0,467.96,468.2607,468.11035,479.5959,481.3821,480.489,477.6767,478.3759,478.0263,484.94,485.6881,485.31405,482.0442,483.2957,482.66995,491.1835,492.0611,491.6223,488.543,488.0011,488.27205000000004,498.4396,499.2322,498.8359,488.5969,488.9787,488.7878,497.8412,498.3572,498.0992,491.9991,493.4552,492.72715,498.4893,498.6505,498.5699,491.652,491.3487,491.50035,474.4567,487.0792,480.76795000000004,292.51099999999997,293.1711,292.84105,113.4034,113.5637,113.48355,287.9258,286.5348,287.2303,114.7546,114.8559,114.80525,281.0145,283.8073,282.41089999999997,114.2944,114.0983,114.19635,280.6343,278.8171,279.7257,113.9271,114.1958,114.06145,115.26166010123544,113.79884632799653,120.0840346773209,10481.0,10904.0,1986.0,8136.0,2278.0,8754.0,111.1808100289296,111.7738669238187,111.20077828221996,111.800796812749
187,,564.8197,480.8838,480.8387,480.86125000000004,494.0257,494.2964,494.16105,487.9103,488.0293,487.96979999999996,73914.39,540.65,429761.0,467.9756,468.2753,468.12545,479.7094,481.572,480.64070000000004,477.7827,478.4856,478.13415,485.1013,485.8478,485.47455,482.1577,483.3963,482.777,491.3255,492.1966,491.76104999999995,488.5358,487.998,488.26689999999996,498.43,499.1685,498.79925000000003,488.6024,488.9788,488.7906,497.86,498.3448,498.1024,491.999,493.4564,492.7277,498.5292,498.7002,498.61469999999997,491.6467,491.3543,491.5005,474.392,487.0861,480.73905,292.6473,293.3207,292.984,113.4301,113.5897,113.5099,288.046,286.64689999999996,287.34645,114.7872,114.8869,114.83705,281.1236,283.8902,282.5069,114.3406,114.1373,114.23895,280.6825,278.8568,279.76965,113.965,114.2264,114.0957,115.28747075996968,113.81579748451897,120.13380472483034,10485.0,10964.0,2024.0,8186.0,2328.0,8798.0,111.18440331598227,111.77838827838828,111.20427531558094,111.80042384594121
188,,564.5244,480.1169,480.0964,480.10665,493.8819,494.1457,494.01379999999995,487.5045,487.6333,487.5689,70899.51,531.69,420801.0,467.9695,468.2708,468.12014999999997,479.1631,480.8865,480.0248,477.2368,477.9327,477.58475,484.0986,484.8573,484.47794999999996,481.2989,482.446,481.87245,489.9005,490.7139,490.3072,488.218,487.6359,487.92695000000003,497.8342,498.4572,498.14570000000003,488.5957,488.9693,488.7825,497.7159,498.2746,497.99525,492.0006,493.4554,492.728,498.5624,498.6996,498.631,491.6512,491.3463,491.49875,474.61,487.3431,480.97655,292.5156,293.1739,292.84475,113.4174,113.5781,113.49775,287.8865,286.53229999999996,287.2094,114.811,114.9065,114.85875,280.7493,283.7735,282.2614,114.355,114.1505,114.25275,280.51689999999996,278.7058,279.61135,113.9806,114.2514,114.116,115.3133646558785,113.83280330707646,120.18540193912438,10581.0,10999.0,2148.0,8042.0,2474.0,8637.0,111.1945558739255,111.75749761222541,111.21702792064659,111.7830639235856
189,,563.648,480.3505,480.3744,480.36244999999997,493.9921,494.2537,494.12289999999996,487.6558,487.8035,487.72965,71834.01,531.0899999999999,420201.0,467.9701,468.273,468.12155,479.3305,481.1075,480.219,477.4044,478.1068,477.7556,484.5495,485.2612,484.90535,481.6101,482.7556,482.18285000000003,490.3792,491.2328,490.80600000000004,488.5044,487.9457,488.22505,498.4653,499.0703,498.76779999999997,488.6076,488.9876,488.7976,497.7259,498.2561,497.991,492.0013,493.4544,492.72785,498.598,498.737,498.6675,491.6531,491.3538,491.50345,474.5379,487.2954,480.91665,292.09889999999996,292.7382,292.41855,113.4241,113.5912,113.50765,287.5122,286.116,286.8141,114.8449,114.9315,114.8882,280.3865,283.30830000000003,281.8474,114.3824,114.1768,114.2796,280.0876,278.24879999999996,279.1682,114.002,114.2684,114.1352,115.33929898127211,113.8498356817081,120.23693774514217,10579.0,11016.0,2144.0,8092.0,2469.0,8692.0,111.19421092854414,111.76241880015284,111.2162310866575,111.78688674919762
190,,565.5753,481.2819,481.2791,481.2805,494.1317,494.3557,494.2437,488.1372,488.2529,488.19505000000004,74633.83,539.31,428421.0,467.9743,468.2734,468.12385,479.9594,481.806,480.8827,478.045,478.7349,478.38995,486.0247,486.6342,486.32945,482.7024,483.7168,483.2096,492.198,492.9356,492.5668,488.5969,488.0269,488.31190000000004,499.0424,499.5141,499.27824999999996,488.6592,489.0363,488.84775,497.9418,498.4214,498.1816,492.0076,493.4937,492.75065,498.6369,498.8253,498.7311,491.6807,491.3703,491.52549999999997,474.6214,487.3353,480.97835,292.4747,293.1372,292.80595,113.4756,113.6492,113.5624,287.83209999999997,286.4462,287.13915,114.9198,115.0168,114.9683,280.63059999999996,283.5537,282.09215,114.4636,114.2555,114.35955,280.24289999999996,278.41560000000004,279.32925,114.0553,114.3257,114.1905,115.36521665923081,113.86685712313275,120.28968648905737,10589.0,11009.0,2144.0,8099.0,2468.0,8694.0,111.19402557740027,111.76235922886048,111.21627821618645,111.78757570196366
191,,569.6686,482.6454,482.6864,482.66589999999997,494.7906,494.7621,494.77635,489.1108,489.0909,489.10085,77044.01,555.03,444141.0,468.3803,468.6574,468.51885,481.0301,482.7741,481.9021,479.096,479.8068,479.45140000000004,487.7121,488.1927,487.9524,484.25,485.4352,484.8426,494.3852,495.3717,494.87845,489.1483,488.1939,488.6711,499.6286,499.4278,499.52819999999997,489.3966,489.5652,489.4809,498.8064,499.1329,498.96965,492.6147,494.4793,493.547,499.1278,499.8135,499.47065,492.2509,491.3586,491.80475,475.2728,487.2974,481.2851,292.47249999999997,293.1444,292.80845,113.4585,113.6328,113.54565,287.8432,286.5048,287.174,114.9127,115.0138,114.96325,280.5312,283.6114,282.0713,114.4308,114.2501,114.34045,280.30219999999997,278.4841,279.39315,114.0183,114.2928,114.15555,115.39174315766643,113.88427840755654,120.34609343083793,10871.0,11265.0,2235.0,8177.0,2572.0,8767.0,111.19739776951673,111.7496282527881,111.22063833602296,111.77604446835215
192,,562.9223,482.288,482.2914,482.28970000000004,494.7681,494.7489,494.7585,488.9394,488.9069,488.92314999999996,76250.38,551.96,441071.0,468.2646,468.5048,468.38469999999995,480.7565,482.3408,481.54865,478.8216,479.5021,479.16184999999996,487.2935,487.6643,487.4789,483.9058,484.9804,484.44309999999996,493.824,494.7474,494.2857,489.1541,488.1996,488.67685,499.5084,499.2942,499.4013,489.3958,489.5804,489.48810000000003,498.7402,499.0993,498.91975,492.6151,494.4798,493.54745,499.1328,499.824,499.47839999999997,492.2645,491.3453,491.8049,475.7152,487.4688,481.592,292.90909999999997,293.6264,293.26775,113.4903,113.6639,113.5771,288.2188,286.903,287.5609,114.9231,115.0292,114.97615,280.8784,284.03589999999997,282.45715,114.4087,114.2407,114.3247,280.67330000000004,278.8579,279.7656,114.0048,114.2832,114.144,115.4176679702401,113.90130453464133,120.40355168460782,10647.0,11012.0,2366.0,7844.0,2725.0,8406.0,111.21402809415338,111.73395975702354,111.23979451426474,111.76093936336116
193,,562.3395,481.5779,481.4954,481.53665,494.6885,494.7427,494.7156,488.5877,488.5534,488.57055,74287.38,545.98,435091.0,468.26,468.4986,468.3793,480.2927,481.966,481.12935000000004,478.3608,478.9971,478.67895,486.1622,486.5702,486.3662,482.9013,484.0909,483.49609999999996,492.3147,493.1432,492.72895,489.153,488.1976,488.6753,499.1719,499.2794,499.22565,489.4002,489.5891,489.49465,498.626,499.0549,498.84045,492.6152,494.4804,493.5478,499.0627,499.7042,499.38345000000004,492.2647,491.3529,491.8088,475.136,486.9569,481.04645000000005,292.8757,293.5951,293.2354,113.4366,113.6105,113.52355,288.2396,286.9021,287.57085,114.8672,114.9829,114.92505,281.26570000000004,284.0937,282.6797,114.3465,114.1748,114.26065,280.7961,278.97069999999997,279.8834,113.9481,114.2269,114.0875,115.44321940463065,113.91808544551179,120.45920003129902,10487.0,10855.0,2395.0,7698.0,2759.0,8253.0,111.2201233616037,111.7312066306862,111.24646314221891,111.7578183172003
194,,565.0155,481.8918,481.7648,481.8283,494.7026,494.7582,494.73040000000003,488.7304,488.6792,488.7048,75369.51,548.03,437141.0,468.2526,468.4945,468.37355,480.5308,482.2934,481.4121,478.598,479.1901,478.89405,486.5962,486.9443,486.77025000000003,483.2453,484.4427,483.844,492.8866,493.6436,493.26509999999996,489.1543,488.2002,488.67724999999996,499.2899,499.3088,499.29935,489.3968,489.5836,489.49019999999996,498.6719,499.1306,498.90125,492.6144,494.4793,493.54685,499.056,499.7271,499.39155,492.2668,491.3481,491.80745,475.0088,486.8708,480.9398,292.85929999999996,293.563,293.21115,113.4474,113.6176,113.5325,288.2161,286.8542,287.53515,114.8604,114.9711,114.91575,281.33090000000004,284.0623,282.6966,114.3479,114.1733,114.2606,280.7558,278.93489999999997,279.84535,113.946,114.2247,114.08535,115.46910140951454,113.93508345863569,120.5145170445252,10594.0,10994.0,2496.0,7703.0,2876.0,8260.0,111.22751120862348,111.72422016598301,111.25406597445557,111.74878250482404
195,,565.3839,481.9428,481.8233,481.88305,494.7041,494.7413,494.72270000000003,488.7542,488.6957,488.72495000000004,75218.63,547.88,436991.0,468.2666,468.5029,468.38475,480.5647,482.3372,481.45095000000003,478.6287,479.2215,478.9251,486.6758,487.0009,486.83835,483.343,484.4912,483.9171,492.9794,493.7592,493.3693,489.1563,488.2004,488.67835,499.3219,499.2654,499.29365,489.4037,489.5853,489.4945,498.71,499.1029,498.90644999999995,492.6154,494.4789,493.54715,499.0712,499.7265,499.39885,492.2651,491.3541,491.80960000000005,475.0219,486.9217,480.97180000000003,292.3441,293.03520000000003,292.68965000000003,113.4586,113.6311,113.54485,287.7143,286.3739,287.0441,114.8603,114.9755,114.9179,280.6939,283.5299,282.1119,114.3505,114.1791,114.2648,280.2943,278.4548,279.37455,113.9511,114.2253,114.0882,115.4951070810578,113.9521626898688,120.57093068165375,10650.0,11046.0,2494.0,7706.0,2873.0,8263.0,111.22611253439605,111.72065660878641,111.25258344764518,111.74549611339735
